119
60
0
20
40
20
279
20
100
499
60
0
0
20
0
0
119
0
80
219
159
40
179
259
40
60
60
239
0
80
40
20
100
139
499
0
20
0
80
40
60
40
119
40
20
60
20
60
0
100
20
0
60
299
40
40
119
60
139
119
159
20
479
100
0
60
119
20
119
0
199
100
20
0
399
0
0
0
20
80
40
119
40
0
80
0
20
40
40
0
100
80
0
40
379
299
20
80
0
60
219
40
100
60
40
40
139
