259
80
40
319
40
1439
119
60
159
459
199
199
100
219
80
699
20
359
299
80
159
179
119
439
40
40
40
199
80
60
20
20
40
199
20
259
499
20
359
60
100
539
40
80
20
199
159
60
179
539
319
279
40
179
40
60
479
80
199
199
179
499
259
60
159
279
139
199
179
239
199
159
80
80
259
60
100
539
379
219
20
239
20
60
399
20
239
100
60
100
179
20
80
299
199
40
839
139
319
559
100
559
199
419
719
199
219
319
20
199
379
100
60
20
299
519
40
60
40
119
499
159
299
20
219
100
